tcr,bin,accuracy,f1,precision,recall,cv_f1,num_mutations_in_bin,num_significant_features,penalty,C,solver
TRBV20-1_TRBJ2-7,1_to_7,1.0,1.0,1.0,1.0,0.0,481320,15,l1,1,liblinear
TRBV24-1_TRBJ2-1,exactly_1,1.0,1.0,1.0,1.0,0.0,1395069,30,l1,10,liblinear
TRBV24-1_TRBJ2-1,1_to_2,1.0,1.0,1.0,1.0,0.0,203659,203,l1,10,liblinear
TRBV24-1_TRBJ2-1,1_to_3,1.0,1.0,1.0,1.0,0.0,292877,66,l1,1,liblinear
TRBV24-1_TRBJ2-1,1_to_4,1.0,1.0,1.0,1.0,0.0,355002,28,l1,1,liblinear
TRBV24-1_TRBJ2-1,1_to_5,1.0,1.0,1.0,1.0,0.0,403774,14,l1,1,liblinear
TRBV24-1_TRBJ2-1,1_to_6,1.0,1.0,1.0,1.0,0.0,444526,17,l1,1,liblinear
TRBV24-1_TRBJ2-1,1_to_7,1.0,1.0,1.0,1.0,0.0,481320,11,l1,1,liblinear
TRBV24-1_TRBJ2-7,exactly_1,1.0,1.0,1.0,1.0,0.0,1395069,28,l1,10,liblinear
TRBV24-1_TRBJ2-7,1_to_2,1.0,1.0,1.0,1.0,0.0,203659,175,l1,10,liblinear
TRBV24-1_TRBJ2-7,1_to_3,1.0,1.0,1.0,1.0,0.0,292877,80,l1,1,liblinear
TRBV24-1_TRBJ2-7,1_to_4,1.0,1.0,1.0,1.0,0.9166666666666666,355002,11,l1,1,liblinear
TRBV24-1_TRBJ2-7,1_to_5,1.0,1.0,1.0,1.0,0.25,403774,21,l1,1,liblinear
TRBV24-1_TRBJ2-7,1_to_6,1.0,1.0,1.0,1.0,0.16666666666666666,444526,21,l1,1,liblinear
TRBV24-1_TRBJ2-7,1_to_7,1.0,1.0,1.0,1.0,0.3333333333333333,481320,20,l1,1,liblinear
TRBV27_TRBJ1-2,exactly_1,1.0,1.0,1.0,1.0,0.0,1395069,25,l1,10,liblinear
TRBV27_TRBJ1-2,1_to_2,1.0,1.0,1.0,1.0,0.2,203659,99,l1,10,liblinear
TRBV27_TRBJ1-2,1_to_3,1.0,1.0,1.0,1.0,0.45,292877,180,l1,10,liblinear
TRBV27_TRBJ1-2,1_to_4,1.0,1.0,1.0,1.0,0.25,355002,143,l1,10,liblinear
TRBV27_TRBJ1-2,1_to_5,1.0,1.0,1.0,1.0,0.0,403774,130,l1,10,liblinear
TRBV27_TRBJ1-2,1_to_6,1.0,1.0,1.0,1.0,0.0,444526,121,l1,10,liblinear
TRBV27_TRBJ1-2,1_to_7,1.0,1.0,1.0,1.0,0.0,481320,123,l1,10,liblinear
TRBV27_TRBJ1-5,exactly_1,1.0,1.0,1.0,1.0,0.0,1395069,25,l1,10,liblinear
TRBV27_TRBJ1-5,1_to_2,1.0,1.0,1.0,1.0,0.4,203659,272,l1,10,liblinear
TRBV27_TRBJ1-5,1_to_3,1.0,1.0,1.0,1.0,0.2,292877,158,l1,10,liblinear
TRBV27_TRBJ1-5,1_to_4,1.0,1.0,1.0,1.0,0.5833333333333333,355002,145,l1,10,liblinear
TRBV27_TRBJ1-5,1_to_5,1.0,1.0,1.0,1.0,0.0,403774,101,l1,10,liblinear
TRBV27_TRBJ1-5,1_to_6,1.0,1.0,1.0,1.0,0.0,444526,87,l1,10,liblinear
TRBV27_TRBJ1-5,1_to_7,1.0,1.0,1.0,1.0,0.0,481320,80,l1,10,liblinear
TRBV27_TRBJ2-3,exactly_1,1.0,1.0,1.0,1.0,0.0,1395069,25,l1,10,liblinear
TRBV27_TRBJ2-3,1_to_2,1.0,1.0,1.0,1.0,0.4,203659,113,l1,10,liblinear
TRBV27_TRBJ2-3,1_to_3,1.0,1.0,1.0,1.0,0.45,292877,138,l1,10,liblinear
TRBV27_TRBJ2-3,1_to_4,1.0,1.0,1.0,1.0,0.5,355002,174,l1,10,liblinear
TRBV27_TRBJ2-3,1_to_5,1.0,1.0,1.0,1.0,0.0,403774,134,l1,10,liblinear
TRBV27_TRBJ2-3,1_to_6,1.0,1.0,1.0,1.0,0.0,444526,128,l1,10,liblinear
TRBV27_TRBJ2-3,1_to_7,1.0,1.0,1.0,1.0,0.0,481320,120,l1,10,liblinear
TRBV28_TRBJ1-1,exactly_1,1.0,1.0,1.0,1.0,0.0,1395069,29,l1,10,liblinear
TRBV28_TRBJ1-1,1_to_2,1.0,1.0,1.0,1.0,0.0,203659,224,l1,10,liblinear
TRBV28_TRBJ1-1,1_to_3,1.0,1.0,1.0,1.0,0.0,292877,33,l1,1,liblinear
TRBV28_TRBJ1-1,1_to_4,1.0,1.0,1.0,1.0,0.0,355002,27,l1,1,liblinear
TRBV28_TRBJ1-1,1_to_5,1.0,1.0,1.0,1.0,0.0,403774,13,l1,1,liblinear
TRBV28_TRBJ1-1,1_to_6,1.0,1.0,1.0,1.0,0.0,444526,19,l1,1,liblinear
TRBV28_TRBJ1-1,1_to_7,1.0,1.0,1.0,1.0,0.0,481320,18,l1,1,liblinear
TRBV28_TRBJ1-2,exactly_1,1.0,1.0,1.0,1.0,0.0,1395069,25,l1,10,liblinear
TRBV28_TRBJ1-2,1_to_2,1.0,1.0,1.0,1.0,0.4,203659,273,l1,10,liblinear
TRBV28_TRBJ1-2,1_to_3,1.0,1.0,1.0,1.0,0.2,292877,158,l1,10,liblinear
TRBV28_TRBJ1-2,1_to_4,1.0,1.0,1.0,1.0,0.5833333333333333,355002,147,l1,10,liblinear
TRBV28_TRBJ1-2,1_to_5,1.0,1.0,1.0,1.0,0.0,403774,102,l1,10,liblinear
TRBV28_TRBJ1-2,1_to_6,1.0,1.0,1.0,1.0,0.0,444526,89,l1,10,liblinear
TRBV28_TRBJ1-2,1_to_7,1.0,1.0,1.0,1.0,0.0,481320,77,l1,10,liblinear
