Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
PROM1	0	0	0	0	2	0	0	0	0	2	1	1
PRPH2	0	0	0	0	2	0	0	0	0	2	1	1
PSAP	0	0	0	0	2	0	0	0	0	2	1	1
PWWP3B	0	0	0	0	2	0	0	0	0	2	1	1
PWWP4	0	0	0	0	2	0	0	0	0	2	1	1
RAB40AL	0	0	0	0	2	0	0	0	0	2	1	1
RBKS	0	0	0	0	1	0	0	1	0	2	1	1
RNASE10	0	0	0	0	2	0	0	0	0	2	1	1
RNASET2	0	0	0	0	2	0	0	0	0	2	1	1
RRP9	0	0	0	0	2	0	0	0	0	2	1	1
SH2B2	0	0	0	0	2	0	0	0	0	2	1	1
SH3PXD2A	0	0	0	0	2	0	0	0	0	2	1	1
SHISA6	0	0	0	0	2	0	0	0	0	2	1	1
SIM1	0	0	0	0	2	0	0	0	0	2	1	1
SLC24A5	0	0	0	0	2	0	0	0	0	2	1	1
SLC28A3	0	0	0	0	2	0	0	0	0	2	1	1
SLC35A4	0	0	0	0	2	0	0	0	0	2	1	1
SLC5A4	0	0	0	0	2	0	0	0	0	2	1	1
SLC7A6	0	0	0	0	2	0	0	0	0	2	1	1
SLX9	0	0	0	0	2	0	0	0	0	2	1	1
SPDEF	0	0	0	0	2	0	0	0	0	2	1	1
SPHK2	0	0	0	0	2	0	0	0	0	2	1	1
SPINK2	0	0	0	0	2	0	0	0	0	2	1	1
SPIRE2	0	0	0	1	1	0	0	0	0	2	1	1
SPRR4	0	0	0	0	2	0	0	0	0	2	1	1
SPSB2	0	0	0	0	1	0	0	1	0	2	1	1
SRBD1	0	0	0	0	2	0	0	0	0	2	1	1
STAC	0	0	0	0	2	0	0	0	0	2	1	1
STX18	0	0	0	0	2	0	0	0	0	2	1	1
SYPL2	0	0	0	0	2	0	0	0	0	2	1	1
SYT4	0	0	0	0	2	0	0	0	0	2	1	1
TAS2R39	0	0	0	0	2	0	0	0	0	2	1	1
TEFM	0	0	0	0	2	0	0	0	0	2	1	1
TENM2	0	0	0	0	2	0	0	0	0	2	1	1
TFDP3	0	0	0	0	2	0	0	0	0	2	1	1
TMEM266	0	0	0	0	2	0	0	0	0	2	1	1
TOP3A	0	0	0	0	2	0	0	0	0	2	1	1
TRAV8-4	0	0	0	0	2	0	0	0	0	2	1	1
TRBV3-1	0	0	0	0	2	0	0	0	0	2	1	1
TRBV6-5	0	0	0	0	2	0	0	0	0	2	1	1
TSG101	0	0	0	0	2	0	0	0	0	2	1	1
TSSK4	0	0	1	0	1	0	0	0	0	2	1	1
TXNDC12	0	0	0	0	2	0	0	0	0	2	1	1
UBE2U	0	0	0	0	2	0	0	0	0	2	1	1
UBR1	0	0	0	0	2	0	0	0	0	2	1	1
UCP1	0	0	0	0	2	0	0	0	0	2	1	1
USH1G	0	0	0	0	2	0	0	0	0	2	1	1
USP17L17	0	0	0	0	2	0	0	0	0	2	1	1
USP17L22	0	0	0	0	2	0	0	0	0	2	1	1
VRK2	0	0	0	0	2	0	0	0	0	2	1	1
VSIG4	0	0	0	0	2	0	0	0	0	2	1	1
WDR12	0	0	0	0	2	0	0	0	0	2	1	1
XKR8	0	0	1	0	1	0	0	0	0	2	1	1
XPO4	0	0	0	0	2	0	0	0	0	2	1	1
XRCC4	0	0	0	0	2	0	0	0	0	2	1	1
YY1AP1	0	0	0	0	2	0	0	0	0	2	1	1
ZBTB24	0	0	0	0	2	0	0	0	0	2	1	1
ZC3H7A	0	0	0	0	2	0	0	0	0	2	1	1
ZCCHC7	0	0	0	0	2	0	0	0	0	2	1	1
ZKSCAN8P1	0	0	0	0	2	0	0	0	0	2	1	1
ZNF195	0	0	0	0	2	0	0	0	0	2	1	1
ZNF337	0	0	0	0	2	0	0	0	0	2	1	1
ZNF425	0	0	0	0	2	0	0	0	0	2	1	1
ZNF619	0	0	0	0	2	0	0	0	0	2	1	1
ZNF773	0	0	0	0	2	0	0	0	0	2	1	1
ZNF846	0	0	0	0	2	0	0	0	0	2	1	1
ZRANB3	0	0	0	0	2	0	0	0	0	2	1	1
AADACL4	0	0	0	0	1	0	0	0	0	1	1	1
AAR2	0	0	0	0	1	0	0	0	0	1	1	1
ABCB9	0	0	0	0	1	0	0	0	0	1	1	1
ABCC1	0	0	0	0	1	0	0	0	0	1	1	1
ABCD2	0	0	0	0	1	0	0	0	0	1	1	1
ABCF3	0	0	0	0	1	0	0	0	0	1	1	1
ABHD1	0	0	0	0	1	0	0	0	0	1	1	1
ABHD11	0	0	0	0	1	0	0	0	0	1	1	1
ABHD14A	0	0	0	0	1	0	0	0	0	1	1	1
ABHD17A	0	0	0	0	1	0	0	0	0	1	1	1
ABL1	0	0	0	0	1	0	0	0	0	1	1	1
ABL2	0	0	0	0	1	0	0	0	0	1	1	1
ABLIM1	0	0	0	0	1	0	0	0	0	1	1	1
ABT1	0	0	0	0	1	0	0	0	0	1	1	1
ACAD11	0	0	0	0	1	0	0	0	0	1	1	1
ACAD9	0	0	0	0	1	0	0	0	0	1	1	1
ACAP1	0	0	0	0	1	0	0	0	0	1	1	1
ACAP3	0	0	0	0	1	0	0	0	0	1	1	1
ACOT12	0	0	0	0	1	0	0	0	0	1	1	1
ACOT9	0	0	0	0	1	0	0	0	0	1	1	1
ACOX2	0	0	0	0	1	0	0	0	0	1	1	1
ACP6	0	0	0	0	1	0	0	0	0	1	1	1
ACP7	0	0	0	0	1	0	0	0	0	1	1	1
ACRV1	0	0	0	0	1	0	0	0	0	1	1	1
ACSF2	0	0	0	0	1	0	0	0	0	1	1	1
ACSL5	0	0	0	0	1	0	0	0	0	1	1	1
ACSS2	0	0	0	0	1	0	0	0	0	1	1	1
ACTBL2	0	0	0	0	1	0	0	0	0	1	1	1
ACTC1	0	0	0	0	1	0	0	0	0	1	1	1
ACTG1	0	0	0	0	1	0	0	0	0	1	1	1
ACTL7A	0	0	0	0	1	0	0	0	0	1	1	1
ACTL7B	0	0	0	0	1	0	0	0	0	1	1	1
ACTR3C	0	0	0	0	1	0	0	0	0	1	1	1
ACTR8	0	0	0	0	1	0	0	0	0	1	1	1
ACVR1C	0	0	0	0	1	0	0	0	0	1	1	1
ADAD1	0	0	0	0	1	0	0	0	0	1	1	1
ADAM17	1	0	0	0	0	0	0	0	0	1	1	1
ADAMTS15	0	0	0	0	1	0	0	0	0	1	1	1
ADAT3	0	0	0	0	1	0	0	0	0	1	1	1
ADCY1	0	0	0	0	1	0	0	0	0	1	1	1
ADCY4	0	0	0	0	1	0	0	0	0	1	1	1
ADCY7	0	0	0	0	1	0	0	0	0	1	1	1
ADD2	0	0	0	0	1	0	0	0	0	1	1	1
ADGRB1	0	0	0	0	1	0	0	0	0	1	1	1
ADGRE5	0	0	0	0	1	0	0	0	0	1	1	1
ADH7	0	0	0	0	1	0	0	0	0	1	1	1
ADM	0	0	0	0	1	0	0	0	0	1	1	1
ADNP	0	0	0	1	0	0	0	0	0	1	1	1
ADORA2B	0	0	1	0	0	0	0	0	0	1	1	1
ADRB3	0	0	0	0	1	0	0	0	0	1	1	1
ADRM1	0	0	0	1	0	0	0	0	0	1	1	1
ADSS2	0	0	0	0	1	0	0	0	0	1	1	1
AFAP1L1	0	0	0	0	1	0	0	0	0	1	1	1
AFDN	0	0	0	0	1	0	0	0	0	1	1	1
AFF1	0	0	0	0	1	0	0	0	0	1	1	1
AFG2A	0	0	0	0	1	0	0	0	0	1	1	1
AFG3L2	0	0	0	0	1	0	0	0	0	1	1	1
AFTPH	0	0	0	0	1	0	0	0	0	1	1	1
AGAP9	0	0	0	0	0	1	0	0	0	1	1	1
AGER	0	0	0	0	1	0	0	0	0	1	1	1
AGGF1	0	0	0	0	1	0	0	0	0	1	1	1
AGMO	0	0	0	0	1	0	0	0	0	1	1	1
AGPAT2	0	0	0	1	0	0	0	0	0	1	1	1
AGPAT5	0	0	0	0	1	0	0	0	0	1	1	1
AGRN	0	0	0	0	1	0	0	0	0	1	1	1
AIF1	0	0	0	0	1	0	0	0	0	1	1	1
AJM1	0	0	0	0	1	0	0	0	0	1	1	1
AJUBA	0	0	0	0	1	0	0	0	0	1	1	1
AK1	0	0	0	0	1	0	0	0	0	1	1	1
AKAP11	0	0	0	0	1	0	0	0	0	1	1	1
AKR1C2	0	0	0	0	1	0	0	0	0	1	1	1
AKT1S1	0	0	0	0	1	0	0	0	0	1	1	1
ALAD	0	0	0	0	1	0	0	0	0	1	1	1
ALB	0	0	0	0	1	0	0	0	0	1	1	1
ALDH18A1	0	0	0	0	1	0	0	0	0	1	1	1
ALDH1A3	0	0	0	0	1	0	0	0	0	1	1	1
ALDH4A1	0	0	0	0	1	0	0	0	0	1	1	1
ALDH7A1	0	0	0	0	1	0	0	0	0	1	1	1
ALDH8A1	0	0	0	0	1	0	0	0	0	1	1	1
ALDH9A1	0	0	0	0	1	0	0	0	0	1	1	1
ALG1	0	0	0	0	1	0	0	0	0	1	1	1
ALG14	0	0	0	0	1	0	0	0	0	1	1	1
ALG3	0	0	0	0	1	0	0	0	0	1	1	1
ALKBH1	0	0	0	0	1	0	0	0	0	1	1	1
ALOXE3	0	0	0	0	1	0	0	0	0	1	1	1
ALPI	0	0	0	0	1	0	0	0	0	1	1	1
AMOTL1	0	0	0	0	1	0	0	0	0	1	1	1
AMPD3	0	0	0	0	1	0	0	0	0	1	1	1
AMPH	0	0	0	0	1	0	0	0	0	1	1	1
ANAPC1	0	0	0	0	1	0	0	0	0	1	1	1
ANAPC5	0	0	0	0	1	0	0	0	0	1	1	1
ANGPT2	0	0	0	0	1	0	0	0	0	1	1	1
ANGPTL3	0	0	0	0	1	0	0	0	0	1	1	1
ANGPTL8	0	0	0	0	1	0	0	0	0	1	1	1
ANK1	0	0	0	0	1	0	0	0	0	1	1	1
ANKHD1	0	0	0	0	0	1	0	0	0	1	1	1
ANKRD10	0	0	0	0	1	0	0	0	0	1	1	1
ANKRD13B	0	0	0	0	1	0	0	0	0	1	1	1
ANKRD20A11P	0	0	0	0	0	0	0	1	0	1	1	1
ANKRD33BP6	0	0	0	0	0	0	0	1	0	1	1	1
ANKRD34C	0	0	0	0	1	0	0	0	0	1	1	1
ANKRD44	0	0	0	0	1	0	0	0	0	1	1	1
ANKRD46	0	0	0	0	1	0	0	0	0	1	1	1
ANO1	0	0	0	0	1	0	0	0	0	1	1	1
ANO4	0	0	0	0	1	0	0	0	0	1	1	1
ANXA1	0	0	0	0	1	0	0	0	0	1	1	1
ANXA3	0	0	0	0	1	0	0	0	0	1	1	1
ANXA8L1	0	0	0	0	1	0	0	0	0	1	1	1
AOC3	0	0	0	0	1	0	0	0	0	1	1	1
AOPEP	0	0	0	0	1	0	0	0	0	1	1	1
AP1G2	0	0	0	0	1	0	0	0	0	1	1	1
AP3S2	0	0	0	0	1	0	0	0	0	1	1	1
AP4M1	0	0	0	0	1	0	0	0	0	1	1	1
AP5M1	0	0	0	0	1	0	0	0	0	1	1	1
APAF1	0	0	0	0	1	0	0	0	0	1	1	1
APBB1	0	0	0	0	1	0	0	0	0	1	1	1
APH1A	0	0	0	0	0	0	0	1	0	1	1	1
APLNR	0	0	0	0	1	0	0	0	0	1	1	1
APLP1	0	0	0	0	1	0	0	0	0	1	1	1
APOA1	0	0	0	0	1	0	0	0	0	1	1	1
APOBEC3D	0	0	1	0	0	0	0	0	0	1	1	1
APOF	0	0	0	0	1	0	0	0	0	1	1	1
APP	0	0	0	0	0	1	0	0	0	1	1	1
APPL2	0	0	0	0	1	0	0	0	0	1	1	1
APTX	0	0	0	0	1	0	0	0	0	1	1	1
AQP4	0	0	0	0	1	0	0	0	0	1	1	1
AQR	0	0	0	0	1	0	0	0	0	1	1	1
AREL1	0	0	0	0	1	0	0	0	0	1	1	1
ARHGAP1	0	0	0	0	1	0	0	0	0	1	1	1
ARHGAP36	0	0	0	0	0	1	0	0	0	1	1	1
ARHGAP5	0	0	0	0	1	0	0	0	0	1	1	1
ARHGEF7	0	0	0	0	1	0	0	0	0	1	1	1
ARID3B	0	0	0	1	0	0	0	0	0	1	1	1
ARIH1	0	0	0	1	0	0	0	0	0	1	1	1
ARIH2	0	0	0	0	1	0	0	0	0	1	1	1
ARL13A	0	0	0	0	1	0	0	0	0	1	1	1
ARL14	0	0	0	0	1	0	0	0	0	1	1	1
ARL6IP4	0	0	0	0	1	0	0	0	0	1	1	1
ARMC5	0	0	0	0	1	0	0	0	0	1	1	1
ARMC8	0	0	0	0	1	0	0	0	0	1	1	1
ARMS2	0	0	0	0	1	0	0	0	0	1	1	1
ARNT	0	0	0	0	1	0	0	0	0	1	1	1
ARRDC1	0	0	0	0	1	0	0	0	0	1	1	1
ARRDC5	0	0	0	0	1	0	0	0	0	1	1	1
ARSK	0	0	0	0	1	0	0	0	0	1	1	1
ARX	0	0	0	0	1	0	0	0	0	1	1	1
AS3MT	0	0	0	0	1	0	0	0	0	1	1	1
ASAP3	0	0	0	0	1	0	0	0	0	1	1	1
ASB1	0	0	0	0	1	0	0	0	0	1	1	1
ASB10	0	0	0	0	1	0	0	0	0	1	1	1
ASB11	0	0	0	0	1	0	0	0	0	1	1	1
ASB2	0	0	0	0	1	0	0	0	0	1	1	1
ASB6	0	0	0	0	1	0	0	0	0	1	1	1
ASCC1	0	0	0	0	1	0	0	0	0	1	1	1
ASCL4	0	0	0	0	1	0	0	0	0	1	1	1
ASIC3	0	0	0	0	1	0	0	0	0	1	1	1
ASIC5	0	0	0	0	1	0	0	0	0	1	1	1
ASTN2	0	0	0	0	1	0	0	0	0	1	1	1
ASXL1	0	0	0	0	1	0	0	0	0	1	1	1
ATAD3A	0	0	0	0	1	0	0	0	0	1	1	1
ATG101	0	0	0	0	0	0	0	1	0	1	1	1
ATG13	0	0	0	0	1	0	0	0	0	1	1	1
ATG9A	0	0	0	0	1	0	0	0	0	1	1	1
ATOH1	0	0	0	0	1	0	0	0	0	1	1	1
ATP13A2	0	0	0	0	1	0	0	0	0	1	1	1
ATP2A3	0	0	0	0	1	0	0	0	0	1	1	1
ATP4B	0	0	0	0	1	0	0	0	0	1	1	1
ATP5F1A	0	0	0	0	1	0	0	0	0	1	1	1
ATP5ME	0	0	0	0	1	0	0	0	0	1	1	1
ATP6V1E2	0	0	0	0	1	0	0	0	0	1	1	1
ATP6V1F	0	0	0	0	1	0	0	0	0	1	1	1
ATP8A1	0	0	0	0	1	0	0	0	0	1	1	1
ATP8B2	0	0	0	0	1	0	0	0	0	1	1	1
ATPAF2	0	0	0	0	1	0	0	0	0	1	1	1
AUNIP	0	0	0	0	1	0	0	0	0	1	1	1
AVL9	0	0	0	0	1	0	0	0	0	1	1	1
AZIN2	0	0	0	0	1	0	0	0	0	1	1	1
AZU1	0	0	0	0	1	0	0	0	0	1	1	1
B3GAT3	0	0	0	0	1	0	0	0	0	1	1	1
B3GNT6	0	0	0	0	1	0	0	0	0	1	1	1
B4GALT5	0	0	0	0	1	0	0	0	0	1	1	1
B4GALT6	0	0	0	0	1	0	0	0	0	1	1	1
B9D1	0	0	0	0	1	0	0	0	0	1	1	1
BACE2	0	0	0	0	1	0	0	0	0	1	1	1
BACH2	0	0	0	0	1	0	0	0	0	1	1	1
BAIAP2L1	0	0	0	0	1	0	0	0	0	1	1	1
BARX2	0	0	0	0	1	0	0	0	0	1	1	1
BBX	0	0	0	0	1	0	0	0	0	1	1	1
BCKDHA	0	0	0	0	0	0	0	1	0	1	1	1
BCKDHB	0	0	0	0	1	0	0	0	0	1	1	1
BCL10	0	0	0	0	1	0	0	0	0	1	1	1
BCL2L14	0	0	0	0	1	0	0	0	0	1	1	1
BCL7A	0	0	0	0	1	0	0	0	0	1	1	1
BCORL1	0	0	0	0	1	0	0	0	0	1	1	1
BCS1L	0	0	0	0	1	0	0	0	0	1	1	1
BDH2	0	0	0	0	1	0	0	0	0	1	1	1
BDKRB2	0	0	0	0	1	0	0	0	0	1	1	1
BEST1	0	0	0	0	1	0	0	0	0	1	1	1
BEST3	0	0	0	0	1	0	0	0	0	1	1	1
BET1L	0	0	0	0	1	0	0	0	0	1	1	1
BFSP2	0	0	0	0	1	0	0	0	0	1	1	1
BGN	0	0	0	0	1	0	0	0	0	1	1	1
BHLHA9	0	0	0	0	1	0	0	0	0	1	1	1
BHLHE23	0	0	0	0	1	0	0	0	0	1	1	1
BIRC3	0	0	0	0	1	0	0	0	0	1	1	1
BLCAP	0	0	0	0	1	0	0	0	0	1	1	1
BLTP3B	0	0	0	0	1	0	0	0	0	1	1	1
BMAL2	0	0	0	0	1	0	0	0	0	1	1	1
BMP15	0	0	0	1	0	0	0	0	0	1	1	1
BMP5	0	0	0	0	1	0	0	0	0	1	1	1
BOD1	0	0	0	0	1	0	0	0	0	1	1	1
BOLA1	0	0	0	0	1	0	0	0	0	1	1	1
BORA	0	1	0	0	0	0	0	0	0	1	1	1
BRD1	0	0	0	0	1	0	0	0	0	1	1	1
BRD9	0	0	0	0	1	0	0	0	0	1	1	1
BSDC1	0	0	0	0	1	0	0	0	0	1	1	1
BSND	0	0	0	0	1	0	0	0	0	1	1	1
BSX	0	0	0	0	1	0	0	0	0	1	1	1
BTBD18	0	0	0	0	1	0	0	0	0	1	1	1
BTBD2	0	0	1	0	0	0	0	0	0	1	1	1
BTBD6	0	0	0	0	1	0	0	0	0	1	1	1
BTBD9	0	0	0	0	1	0	0	0	0	1	1	1
BTNL3	0	0	0	0	1	0	0	0	0	1	1	1
BVES	0	0	0	0	1	0	0	0	0	1	1	1
C12orf43	0	0	0	0	1	0	0	0	0	1	1	1
C14orf119	0	0	0	0	1	0	0	0	0	1	1	1
C16orf90	0	0	0	0	1	0	0	0	0	1	1	1
C17orf50	0	0	0	0	1	0	0	0	0	1	1	1
C18orf54	0	0	0	0	1	0	0	0	0	1	1	1
C19orf12	0	0	0	0	1	0	0	0	0	1	1	1
C1GALT1	0	0	0	0	1	0	0	0	0	1	1	1
C1GALT1C1	0	0	0	0	1	0	0	0	0	1	1	1
C1QTNF4	0	0	0	0	1	0	0	0	0	1	1	1
C1orf210	0	0	0	0	1	0	0	0	0	1	1	1
C1orf35	0	0	0	0	1	0	0	0	0	1	1	1
C2	0	0	0	0	1	0	0	0	0	1	1	1
C20orf141	0	0	0	0	1	0	0	0	0	1	1	1
C22orf15	0	0	0	0	1	0	0	0	0	1	1	1
C2CD4C	0	0	0	0	1	0	0	0	0	1	1	1
C2orf15	0	0	0	0	1	0	0	0	0	1	1	1
C2orf42	0	0	0	0	1	0	0	0	0	1	1	1
C2orf49	0	0	1	0	0	0	0	0	0	1	1	1
C2orf92	0	0	0	0	1	0	0	0	0	1	1	1
C3orf62	0	0	0	0	1	0	0	0	0	1	1	1
C4BPB	0	0	0	0	1	0	0	0	0	1	1	1
C4orf46	0	0	0	0	1	0	0	0	0	1	1	1
C4orf51	0	0	0	0	1	0	0	0	0	1	1	1
C5orf60	0	0	0	0	1	0	0	0	0	1	1	1
C6orf226	0	0	0	0	0	0	0	0	1	1	1	1
C7orf33	0	0	0	0	1	0	0	0	0	1	1	1
C7orf50	1	0	0	0	0	0	0	0	0	1	1	1
C9orf152	1	0	0	0	0	0	0	0	0	1	1	1
C9orf57	0	0	0	0	1	0	0	0	0	1	1	1
C9orf72	0	0	0	0	1	0	0	0	0	1	1	1
CA1	0	0	0	0	1	0	0	0	0	1	1	1
CA2	0	0	0	0	1	0	0	0	0	1	1	1
CACNA1G	0	0	0	0	1	0	0	0	0	1	1	1
CACNA2D1	0	0	0	0	1	0	0	0	0	1	1	1
CAD	0	0	0	0	1	0	0	0	0	1	1	1
CADM3	0	0	0	0	1	0	0	0	0	1	1	1
CALCA	0	0	0	0	1	0	0	0	0	1	1	1
CALCOCO1	0	0	0	0	1	0	0	0	0	1	1	1
CALU	0	0	0	0	1	0	0	0	0	1	1	1
CALY	0	0	0	0	1	0	0	0	0	1	1	1
CAMLG	0	0	0	0	1	0	0	0	0	1	1	1
CAMTA1	0	0	0	0	1	0	0	0	0	1	1	1
CAPN12	0	0	0	0	1	0	0	0	0	1	1	1
CAPS	0	0	0	0	1	0	0	0	0	1	1	1
CAPZA2	0	0	0	0	0	1	0	0	0	1	1	1
CARD11	0	0	0	0	1	0	0	0	0	1	1	1
CARD19	0	0	0	0	1	0	0	0	0	1	1	1
CARF	0	0	0	0	1	0	0	0	0	1	1	1
CARMIL2	0	0	0	0	1	0	0	0	0	1	1	1
CARS1P1	0	0	0	0	0	0	0	1	0	1	1	1
CASP1	0	0	0	0	1	0	0	0	0	1	1	1
CASP12	0	0	0	0	0	0	1	0	0	1	1	1
CASP4	0	0	0	0	1	0	0	0	0	1	1	1
CASS4	0	0	0	0	1	0	0	0	0	1	1	1
CATSPERE	0	0	0	0	1	0	0	0	0	1	1	1
CATSPERZ	0	0	0	0	1	0	0	0	0	1	1	1
CBL	0	0	0	0	1	0	0	0	0	1	1	1
CBLC	0	0	0	0	1	0	0	0	0	1	1	1
CBLIF	0	0	0	0	1	0	0	0	0	1	1	1
CBLN2	0	0	0	0	1	0	0	0	0	1	1	1
CBX2	0	0	0	0	1	0	0	0	0	1	1	1
CBX4	0	0	0	1	0	0	0	0	0	1	1	1
CBX6	0	0	0	0	1	0	0	0	0	1	1	1
CC2D1B	0	0	0	0	1	0	0	0	0	1	1	1
CCAR2	0	0	0	0	1	0	0	0	0	1	1	1
CCBE1	0	0	0	0	1	0	0	0	0	1	1	1
CCDC12	0	0	0	0	1	0	0	0	0	1	1	1
CCDC158	0	0	0	0	1	0	0	0	0	1	1	1
CCDC166	0	0	0	0	1	0	0	0	0	1	1	1
CCDC174	0	0	0	0	1	0	0	0	0	1	1	1
CCDC191	0	0	0	0	1	0	0	0	0	1	1	1
CCDC42	0	0	0	0	1	0	0	0	0	1	1	1
CCDC59	0	0	0	0	1	0	0	0	0	1	1	1
CCDC81	0	0	0	0	1	0	0	0	0	1	1	1
CCDC87	0	0	0	0	1	0	0	0	0	1	1	1
CCDC88A	0	0	0	0	1	0	0	0	0	1	1	1
CCDC9B	0	0	0	0	1	0	0	0	0	1	1	1
CCER1	0	0	0	0	1	0	0	0	0	1	1	1
CCKAR	0	0	0	0	1	0	0	0	0	1	1	1
CCL15	0	0	0	0	1	0	0	0	0	1	1	1
CCL27	0	0	0	0	1	0	0	0	0	1	1	1
CCL3L3	0	0	0	0	1	0	0	0	0	1	1	1
CCN1	0	0	0	0	1	0	0	0	0	1	1	1
CCN5	0	0	0	0	1	0	0	0	0	1	1	1
CCNB3	0	0	0	0	1	0	0	0	0	1	1	1
CCNDBP1	0	0	0	0	1	0	0	0	0	1	1	1
CCNJL	0	0	0	0	1	0	0	0	0	1	1	1
CCNL2	0	0	0	0	1	0	0	0	0	1	1	1
CCR10	0	0	0	0	1	0	0	0	0	1	1	1
CCR3	0	0	0	0	1	0	0	0	0	1	1	1
CCR7	0	0	0	0	1	0	0	0	0	1	1	1
CD1D	0	0	0	0	1	0	0	0	0	1	1	1
CD24	0	0	0	0	1	0	0	0	0	1	1	1
CD244	0	0	0	0	1	0	0	0	0	1	1	1
CD3E	0	0	0	0	1	0	0	0	0	1	1	1
CD48	0	0	0	0	1	0	0	0	0	1	1	1
CD58	0	0	0	0	1	0	0	0	0	1	1	1
CD72	0	0	0	0	1	0	0	0	0	1	1	1
CDC37	0	0	0	0	1	0	0	0	0	1	1	1
CDC42EP5	0	0	0	0	1	0	0	0	0	1	1	1
CDC45	0	0	0	0	1	0	0	0	0	1	1	1
CDH22	0	0	0	0	1	0	0	0	0	1	1	1
CDHR4	0	0	0	0	1	0	0	0	0	1	1	1
CDKL3	0	0	0	0	1	0	0	0	0	1	1	1
CDNF	0	0	0	0	1	0	0	0	0	1	1	1
CDRT15L2	0	0	0	0	1	0	0	0	0	1	1	1
CDY2A	0	0	0	0	1	0	0	0	0	1	1	1
CEACAM19	0	0	0	0	1	0	0	0	0	1	1	1
CEBPE	0	0	0	0	1	0	0	0	0	1	1	1
CELF6	0	0	0	0	1	0	0	0	0	1	1	1
CEMP1	0	0	0	0	1	0	0	0	0	1	1	1
CENPL	0	0	0	0	1	0	0	0	0	1	1	1
CENPT	0	0	0	0	1	0	0	0	0	1	1	1
CEP41	0	0	0	0	1	0	0	0	0	1	1	1
CEP78	0	0	0	0	1	0	0	0	0	1	1	1
CEPT1	0	0	0	0	1	0	0	0	0	1	1	1
CERCAM	0	0	0	0	1	0	0	0	0	1	1	1
CERS1	0	0	0	0	1	0	0	0	0	1	1	1
CERS2	0	0	0	0	1	0	0	0	0	1	1	1
CFAP141	1	0	0	0	0	0	0	0	0	1	1	1
CFAP144	0	0	0	0	1	0	0	0	0	1	1	1
CFAP20DC	0	0	0	0	1	0	0	0	0	1	1	1
CFAP263	0	0	0	0	1	0	0	0	0	1	1	1
CFAP73	0	0	0	0	1	0	0	0	0	1	1	1
CFAP95	0	0	0	0	1	0	0	0	0	1	1	1
CFD	0	0	0	0	1	0	0	0	0	1	1	1
CFHR2	0	0	0	0	1	0	0	0	0	1	1	1
CFHR3	0	0	0	0	1	0	0	0	0	1	1	1
CFHR5	0	0	0	0	1	0	0	0	0	1	1	1
CGB1	0	0	0	0	1	0	0	0	0	1	1	1
CHAC1	0	0	0	0	1	0	0	0	0	1	1	1
CHAD	0	0	0	0	1	0	0	0	0	1	1	1
CHAMP1	0	0	0	0	1	0	0	0	0	1	1	1
CHCHD10	0	0	0	0	1	0	0	0	0	1	1	1
CHD2	0	0	0	0	1	0	0	0	0	1	1	1
CHD3	0	0	0	0	1	0	0	0	0	1	1	1
CHD6	0	0	0	0	1	0	0	0	0	1	1	1
CHD7	0	0	0	0	1	0	0	0	0	1	1	1
CHERP	0	0	0	0	1	0	0	0	0	1	1	1
CHKA	0	0	1	0	0	0	0	0	0	1	1	1
CHM	0	0	0	0	1	0	0	0	0	1	1	1
CHPF2	0	0	0	0	1	0	0	0	0	1	1	1
CHRAC1	0	0	0	0	1	0	0	0	0	1	1	1
CHRFAM7A	1	0	0	0	0	0	0	0	0	1	1	1
CHRM2	0	0	0	0	1	0	0	0	0	1	1	1
CHRNA5	0	0	0	0	1	0	0	0	0	1	1	1
CHRND	0	0	0	0	1	0	0	0	0	1	1	1
CHRNE	0	0	0	0	1	0	0	0	0	1	1	1
CHRNG	0	0	0	0	1	0	0	0	0	1	1	1
CHST14	0	0	0	0	1	0	0	0	0	1	1	1
CHST4	0	0	0	0	1	0	0	0	0	1	1	1
CIAO1	0	0	0	0	1	0	0	0	0	1	1	1
CIAO3	0	0	0	0	1	0	0	0	0	1	1	1
CIBAR2	0	0	0	0	1	0	0	0	0	1	1	1
CIC	0	0	0	0	1	0	0	0	0	1	1	1
CIDEB	0	0	0	0	1	0	0	0	0	1	1	1
CILP2	0	0	0	0	1	0	0	0	0	1	1	1
CIMAP1A	0	0	0	0	1	0	0	0	0	1	1	1
CIMAP1B	0	0	0	0	1	0	0	0	0	1	1	1
CIMIP1	0	0	0	0	1	0	0	0	0	1	1	1
CKAP5	0	0	0	0	1	0	0	0	0	1	1	1
CKM	0	0	0	0	1	0	0	0	0	1	1	1
CLDN14	0	0	0	0	1	0	0	0	0	1	1	1
CLEC14A	0	0	0	0	1	0	0	0	0	1	1	1
CLEC16A	0	0	0	0	1	0	0	0	0	1	1	1
CLEC19A	0	0	0	0	1	0	0	0	0	1	1	1
CLEC4D	0	0	0	0	1	0	0	0	0	1	1	1
CLIC1	0	0	1	0	0	0	0	0	0	1	1	1
CLIC5	0	0	0	0	1	0	0	0	0	1	1	1
CLK4	0	0	0	0	1	0	0	0	0	1	1	1
CLN3	0	0	0	0	1	0	0	0	0	1	1	1
CLOCK	0	0	0	0	1	0	0	0	0	1	1	1
