Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
MUC19	3	10	11	2	362	16	9	10	0	423	8	8
MUC4	0	0	0	10	391	0	0	0	0	401	8	8
MUC16	0	0	0	0	347	0	0	0	0	347	8	8
MUC3A	0	0	0	5	267	2	0	0	0	274	8	8
FCGBP	12	19	6	0	219	1	0	0	0	257	8	8
AHNAK2	0	0	1	0	252	0	0	0	0	253	8	8
MUC12	0	0	0	0	231	0	0	0	0	231	8	8
PKD1L2	3	1	0	0	184	18	8	0	0	214	8	8
CCDC168	0	0	0	0	149	0	0	0	0	149	8	8
FSIP2	0	0	0	0	144	0	0	0	0	144	8	8
OBSCN	0	0	0	0	142	0	0	0	0	142	8	8
HLA-B	0	0	0	0	140	0	0	0	0	140	8	8
HRNR	8	0	0	0	128	0	0	0	0	136	8	8
TTN	0	0	0	0	125	0	0	0	0	125	8	8
ZAN	13	0	2	0	93	0	0	5	0	113	8	8
C1orf167	0	0	0	0	106	1	0	0	0	107	8	8
HLA-C	0	0	0	0	104	0	0	0	0	104	8	8
GOLGA6L2	8	0	8	16	70	0	0	0	0	102	8	8
ZNF568	0	0	0	0	94	0	7	0	0	101	8	8
FLG	0	0	0	0	97	1	0	0	0	98	8	8
HLA-DRB1	6	3	0	0	81	5	0	2	0	97	8	8
PARP4	0	0	0	0	95	0	0	0	0	95	8	8
ALMS1	0	0	16	0	77	0	0	0	0	93	8	8
GPRIN2	0	0	0	6	87	0	0	0	0	93	8	8
ZNF717	1	0	6	0	83	0	0	0	0	90	8	8
DNAH14	1	0	0	0	88	0	0	0	0	89	8	8
SYNE2	0	0	0	0	85	3	0	0	0	88	8	8
PRUNE2	0	0	8	7	72	0	0	0	0	87	8	8
FAT1	0	0	0	0	86	0	0	0	0	86	8	8
OR9G1	0	0	0	0	86	0	0	0	0	86	8	8
DNHD1	0	0	0	8	77	0	0	0	0	85	8	8
PLIN4	0	0	0	0	85	0	0	0	0	85	8	8
RP1L1	0	0	2	0	82	0	0	0	0	84	8	8
ADGRV1	0	0	0	0	83	0	0	0	0	83	8	8
IGFN1	0	0	0	0	83	0	0	0	0	83	8	8
MROH5	0	1	0	0	70	0	6	5	0	82	8	8
ALPK2	0	0	6	0	74	0	0	0	0	80	8	8
FAT2	0	0	0	0	80	0	0	0	0	80	8	8
LAMA5	0	0	1	0	78	0	0	0	0	79	8	8
MUC5B	0	0	2	0	76	0	0	0	0	78	8	8
ZNF469	0	0	0	0	75	0	0	0	0	75	8	8
SPTBN5	0	0	0	0	73	1	0	0	0	74	8	8
DSPP	0	0	19	14	40	0	0	0	0	73	8	8
DNAH11	0	0	0	0	66	5	0	0	0	71	8	8
MALRD1	0	0	0	0	70	0	0	0	0	70	8	8
NEB	0	0	0	0	70	0	0	0	0	70	8	8
VWDE	0	0	0	0	67	2	0	0	0	69	8	8
BDP1	0	0	0	0	67	0	0	0	0	67	8	8
ENST00000696174	0	0	0	0	67	0	0	0	0	67	8	8
EYS	0	0	0	0	67	0	0	0	0	67	8	8
CENPF	0	0	0	0	66	0	0	0	0	66	8	8
FNDC1	0	0	7	0	59	0	0	0	0	66	8	8
SYNE1	0	0	0	0	66	0	0	0	0	66	8	8
DNAH17	0	0	0	0	65	0	0	0	0	65	8	8
ADGRE1	0	0	0	0	62	0	0	0	0	62	8	8
OR2T8	0	0	0	0	62	0	0	0	0	62	8	8
COL6A5	8	0	0	0	53	0	0	0	0	61	8	8
FAM186A	0	0	0	0	61	0	0	0	0	61	8	8
PKD1L3	4	0	0	0	53	4	0	0	0	61	8	8
MUC22	0	0	1	0	59	0	0	0	0	60	8	8
PCNT	0	0	0	3	56	0	0	0	0	59	8	8
GRIN3B	0	5	6	0	46	0	0	0	0	57	8	8
MROH2A	0	0	0	0	55	0	0	2	0	57	8	8
ZNF598	8	0	0	3	38	0	0	8	0	57	8	8
FBN3	0	0	0	0	56	0	0	0	0	56	8	8
MAGEC1	0	0	0	0	56	0	0	0	0	56	8	8
GARIN5B	0	0	6	0	48	0	0	0	0	54	8	8
POTEI	0	0	0	0	54	0	0	0	0	54	8	8
RNF213	0	0	0	0	54	0	0	0	0	54	8	8
ZNF534	0	0	0	0	54	0	0	0	0	54	8	8
FRAS1	0	0	0	0	53	0	0	0	0	53	8	8
KRTAP10-1	4	4	0	0	45	0	0	0	0	53	8	8
PIEZO1	0	0	7	1	45	0	0	0	0	53	8	8
WDR87	0	0	5	0	47	0	0	0	0	52	8	8
MUC17	0	1	0	0	50	0	0	0	0	51	8	8
CSNK2A3	0	0	0	0	50	0	0	0	0	50	8	8
CUBN	0	0	0	0	50	0	0	0	0	50	8	8
CYP2A7	0	0	0	0	50	0	0	0	0	50	8	8
DNAH5	0	0	0	0	50	0	0	0	0	50	8	8
OTOG	0	0	0	0	49	0	0	0	0	49	8	8
SVEP1	0	0	0	0	48	0	0	1	0	49	8	8
TNXB	1	0	0	0	48	0	0	0	0	49	8	8
CAP1	0	0	0	0	48	0	0	0	0	48	8	8
CDH23	0	0	0	0	48	0	0	0	0	48	8	8
HEATR1	0	0	0	0	48	0	0	0	0	48	8	8
KIR3DL1	0	0	0	0	48	0	0	0	0	48	8	8
NRAP	0	0	0	0	48	0	0	0	0	48	8	8
TG	0	0	0	0	48	0	0	0	0	48	8	8
CCDC187	0	0	0	1	46	0	0	0	0	47	8	8
OR5H6	0	0	7	0	40	0	0	0	0	47	8	8
ULK4	0	0	0	0	47	0	0	0	0	47	8	8
ANKLE1	0	0	0	1	45	0	0	0	0	46	8	8
CAND2	0	0	0	0	46	0	0	0	0	46	8	8
USH2A	0	0	0	0	46	0	0	0	0	46	8	8
CDSN	0	0	6	0	39	0	0	0	0	45	8	8
CFAP54	0	0	0	0	44	1	0	0	0	45	8	8
HELZ2	0	0	0	0	45	0	0	0	0	45	8	8
OTOGL	0	0	0	0	45	0	0	0	0	45	8	8
PIKFYVE	0	0	0	0	45	0	0	0	0	45	8	8
PTCHD3	0	5	1	0	33	0	6	0	0	45	8	8
SHOC1	0	0	0	0	45	0	0	0	0	45	8	8
SPATA31E1	0	0	0	0	45	0	0	0	0	45	8	8
APOB	0	0	2	0	42	0	0	0	0	44	8	8
CCHCR1	0	0	0	0	38	6	0	0	0	44	8	8
CPAMD8	0	0	0	0	44	0	0	0	0	44	8	8
CRYBG2	0	0	0	0	44	0	0	0	0	44	8	8
DST	0	0	0	0	44	0	0	0	0	44	8	8
OR2T35	7	5	0	3	29	0	0	0	0	44	8	8
OVCH1	0	0	0	0	44	0	0	0	0	44	8	8
ABCA13	0	0	0	0	43	0	0	0	0	43	8	8
ANKRD36	1	0	0	0	42	0	0	0	0	43	8	8
MROH7	0	0	0	0	43	0	0	0	0	43	8	8
MYO18B	0	0	0	0	43	0	0	0	0	43	8	8
MYOM3	0	0	0	0	43	0	0	0	0	43	8	8
OR8D4	0	1	0	0	42	0	0	0	0	43	8	8
PCDHA9	0	0	0	0	43	0	0	0	0	43	8	8
PCLO	0	0	0	8	35	0	0	0	0	43	8	8
PRRC2A	0	0	1	0	42	0	0	0	0	43	8	8
TEP1	0	0	0	0	43	0	0	0	0	43	8	8
TRIOBP	0	0	5	0	38	0	0	0	0	43	8	8
VCX2	0	0	0	0	43	0	0	0	0	43	8	8
CELSR1	0	0	0	0	42	0	0	0	0	42	8	8
GEMIN4	0	0	0	0	42	0	0	0	0	42	8	8
KLRC3	0	0	0	0	42	0	0	0	0	42	8	8
MROH2B	0	0	0	0	38	4	0	0	0	42	8	8
NWD1	1	0	0	0	40	1	0	0	0	42	8	8
SERPINB11	0	0	0	0	35	7	0	0	0	42	8	8
SNX19	0	0	0	0	42	0	0	0	0	42	8	8
WDFY4	0	0	0	0	42	0	0	0	0	42	8	8
CCDC57	0	0	0	0	41	0	0	0	0	41	8	8
HMCN2	0	0	0	0	41	0	0	0	0	41	8	8
HSPG2	0	0	0	0	41	0	0	0	0	41	8	8
MYPN	0	0	0	0	41	0	0	0	0	41	8	8
NAALADL2	0	0	0	0	41	0	0	0	0	41	8	8
PLEC	0	0	0	0	41	0	0	0	0	41	8	8
SIGLEC12	0	5	0	0	33	3	0	0	0	41	8	8
C4orf50	0	0	0	0	40	0	0	0	0	40	8	8
CROCC2	0	0	0	0	40	0	0	0	0	40	8	8
HEG1	0	0	0	6	34	0	0	0	0	40	8	8
IGSF22	0	0	0	0	40	0	0	0	0	40	8	8
MOCOS	0	0	0	0	40	0	0	0	0	40	8	8
NBPF10	0	0	0	2	36	0	0	2	0	40	8	8
CD177	0	0	0	0	39	0	0	0	0	39	8	8
CRB2	0	0	0	0	39	0	0	0	0	39	8	8
DDX60L	0	0	0	0	39	0	0	0	0	39	8	8
EPPK1	0	0	3	0	36	0	0	0	0	39	8	8
GMCL2	0	0	0	0	39	0	0	0	0	39	8	8
KLHDC7A	0	0	0	0	39	0	0	0	0	39	8	8
KRT32	0	0	0	0	39	0	0	0	0	39	8	8
NACAD	0	0	0	0	39	0	0	0	0	39	8	8
OR12D2	0	0	0	0	39	0	0	0	0	39	8	8
OR1B1	0	8	0	0	27	4	0	0	0	39	8	8
PATJ	0	0	0	0	39	0	0	0	0	39	8	8
TASOR2	0	0	0	0	39	0	0	0	0	39	8	8
HPS4	0	0	0	0	38	0	0	0	0	38	8	8
KNL1	0	0	0	0	38	0	0	0	0	38	8	8
MCPH1	0	0	0	0	38	0	0	0	0	38	8	8
OR1L6	0	0	0	0	38	0	0	0	0	38	8	8
OR2W3	0	3	1	0	34	0	0	0	0	38	8	8
RESF1	0	0	0	0	38	0	0	0	0	38	8	8
AKAP3	2	2	0	1	32	0	0	0	0	37	8	8
CFAP46	0	0	0	0	37	0	0	0	0	37	8	8
EXD3	0	0	0	0	37	0	0	0	0	37	8	8
MUC20	4	0	1	0	32	0	0	0	0	37	8	8
NBPF8	4	0	0	0	27	6	0	0	0	37	8	8
OR8G2P	0	0	0	0	37	0	0	0	0	37	8	8
TOGARAM2	0	0	0	0	37	0	0	0	0	37	8	8
TSBP1	0	0	0	0	37	0	0	0	0	37	8	8
CLCNKB	0	0	0	0	36	0	0	0	0	36	8	8
CR1	0	0	0	0	36	0	0	0	0	36	8	8
CRYBG1	0	0	0	0	36	0	0	0	0	36	8	8
CYP4F12	0	0	0	0	35	0	0	1	0	36	8	8
GBP6	0	0	0	0	36	0	0	0	0	36	8	8
NUP210	0	0	0	0	36	0	0	0	0	36	8	8
OR1I1	0	0	0	0	36	0	0	0	0	36	8	8
OR6C1	0	5	0	0	31	0	0	0	0	36	8	8
PKHD1	0	0	0	0	36	0	0	0	0	36	8	8
SON	8	8	2	0	18	0	0	0	0	36	8	8
ADAMTS7	0	0	1	0	34	0	0	0	0	35	8	8
CHGB	0	0	0	0	35	0	0	0	0	35	8	8
LAMC3	0	0	0	0	35	0	0	0	0	35	8	8
LILRB3	0	0	0	0	35	0	0	0	0	35	8	8
MICAL2	0	0	0	5	30	0	0	0	0	35	8	8
MUC2	0	0	0	0	35	0	0	0	0	35	8	8
MYO3A	0	0	0	0	35	0	0	0	0	35	8	8
PRAG1	0	0	11	0	24	0	0	0	0	35	8	8
ZNF778	0	6	0	0	29	0	0	0	0	35	8	8
A2ML1	0	0	0	0	34	0	0	0	0	34	8	8
ALDH3B2	0	0	0	0	33	0	0	1	0	34	8	8
ANKRD24	0	0	0	0	34	0	0	0	0	34	8	8
C10orf71	0	0	0	0	34	0	0	0	0	34	8	8
ESPL1	0	0	0	0	34	0	0	0	0	34	8	8
FAT3	0	0	0	0	34	0	0	0	0	34	8	8
IQGAP2	0	0	0	0	34	0	0	0	0	34	8	8
LILRB1	0	0	0	0	34	0	0	0	0	34	8	8
NID2	0	0	0	0	34	0	0	0	0	34	8	8
OR13F1	0	0	0	0	34	0	0	0	0	34	8	8
PLXND1	0	0	0	0	34	0	0	0	0	34	8	8
RBMXL3	0	0	0	8	26	0	0	0	0	34	8	8
SETX	0	0	0	0	34	0	0	0	0	34	8	8
SLC6A18	0	0	0	1	28	5	0	0	0	34	8	8
SSC5D	0	0	0	2	32	0	0	0	0	34	8	8
ZZEF1	0	0	0	0	34	0	0	0	0	34	8	8
COL4A3	0	0	0	0	33	0	0	0	0	33	8	8
DLC1	0	0	0	0	33	0	0	0	0	33	8	8
EPB41L4A	0	0	0	0	30	0	0	3	0	33	8	8
ERAP1	0	0	0	0	33	0	0	0	0	33	8	8
EXO1	0	0	0	0	33	0	0	0	0	33	8	8
HAP1	0	0	0	0	32	1	0	0	0	33	8	8
MACF1	0	0	0	0	33	0	0	0	0	33	8	8
MEGF6	0	0	0	0	32	0	0	1	0	33	8	8
MROH8	0	0	0	0	25	0	0	8	0	33	8	8
MSH3	0	0	10	1	22	0	0	0	0	33	8	8
MTNAP1	0	0	0	0	33	0	0	0	0	33	8	8
OR11L1	0	0	0	0	33	0	0	0	0	33	8	8
OR4X1	0	0	8	0	17	8	0	0	0	33	8	8
PLEKHG4B	0	0	0	0	33	0	0	0	0	33	8	8
PRRC2B	0	0	0	0	33	0	0	0	0	33	8	8
PSG4	0	0	0	0	33	0	0	0	0	33	8	8
SIGLEC1	0	0	0	0	32	1	0	0	0	33	8	8
STAB1	0	0	0	0	33	0	0	0	0	33	8	8
TNC	0	0	0	0	33	0	0	0	0	33	8	8
TRMT9B	0	0	0	0	33	0	0	0	0	33	8	8
ZNF804A	0	0	0	3	30	0	0	0	0	33	8	8
ABCA7	0	0	0	0	32	0	0	0	0	32	8	8
ADAMTSL3	0	0	0	0	32	0	0	0	0	32	8	8
ALPK1	0	0	1	0	31	0	0	0	0	32	8	8
BPIFB4	0	0	0	0	32	0	0	0	0	32	8	8
CCDC66	0	0	0	13	19	0	0	0	0	32	8	8
COL4A4	0	0	0	0	32	0	0	0	0	32	8	8
DNAH12	0	0	0	0	32	0	0	0	0	32	8	8
KIF20B	0	0	0	5	27	0	0	0	0	32	8	8
LILRB2	0	0	0	1	31	0	0	0	0	32	8	8
MYG1	0	0	0	0	32	0	0	0	0	32	8	8
NBPF26	1	0	0	0	31	0	0	0	0	32	8	8
NOTCH4	0	0	6	2	24	0	0	0	0	32	8	8
OR8U3	0	0	0	0	32	0	0	0	0	32	8	8
RAET1E	0	0	0	0	32	0	0	0	0	32	8	8
SPTA1	0	0	0	0	32	0	0	0	0	32	8	8
SYTL2	0	0	0	0	32	0	0	0	0	32	8	8
TSPAN10	0	4	0	0	28	0	0	0	0	32	8	8
UMODL1	0	0	0	0	31	0	0	1	0	32	8	8
ZDHHC11B	0	0	0	0	24	0	0	0	8	32	8	8
ZNF681	4	0	0	0	28	0	0	0	0	32	8	8
C7orf57	0	0	0	0	31	0	0	0	0	31	8	8
CFAP74	0	0	0	2	29	0	0	0	0	31	8	8
CRACD	0	0	0	2	29	0	0	0	0	31	8	8
DCHS2	0	0	0	0	31	0	0	0	0	31	8	8
EBLN2	0	6	0	1	24	0	0	0	0	31	8	8
ESPNL	0	0	0	0	31	0	0	0	0	31	8	8
FAM149A	0	0	0	0	31	0	0	0	0	31	8	8
FMN1	0	0	1	0	30	0	0	0	0	31	8	8
KANK4	0	0	0	0	31	0	0	0	0	31	8	8
LRRC37A2	0	0	0	0	31	0	0	0	0	31	8	8
MYO3B	0	0	0	0	31	0	0	0	0	31	8	8
NACA	0	0	0	0	31	0	0	0	0	31	8	8
OBSL1	0	0	0	0	31	0	0	0	0	31	8	8
OR52N4	0	0	0	0	27	4	0	0	0	31	8	8
SCARF1	0	0	0	0	31	0	0	0	0	31	8	8
TNN	0	0	0	0	31	0	0	0	0	31	8	8
TYW1B	0	8	0	0	16	7	0	0	0	31	8	8
ZC3H3	0	0	0	1	28	2	0	0	0	31	8	8
ZNF701	0	0	0	0	31	0	0	0	0	31	8	8
ARMCX4	0	0	0	4	26	0	0	0	0	30	8	8
CILP	0	0	0	0	30	0	0	0	0	30	8	8
COBL	0	0	4	0	26	0	0	0	0	30	8	8
DNAH10	0	0	0	0	30	0	0	0	0	30	8	8
KRTAP4-1	0	0	2	0	28	0	0	0	0	30	8	8
LPA	0	0	0	0	28	0	0	2	0	30	8	8
MICB	0	0	0	0	30	0	0	0	0	30	8	8
OR2M7	0	0	0	0	30	0	0	0	0	30	8	8
OR52E4	0	0	0	0	30	0	0	0	0	30	8	8
PKD1L1	0	0	0	0	30	0	0	0	0	30	8	8
PXDNL	1	0	0	0	29	0	0	0	0	30	8	8
RHBG	0	8	0	0	22	0	0	0	0	30	8	8
SLC35G6	0	0	0	0	22	8	0	0	0	30	8	8
SP110	0	0	0	0	30	0	0	0	0	30	8	8
SPPL2C	0	0	0	0	30	0	0	0	0	30	8	8
VWF	0	0	0	0	30	0	0	0	0	30	8	8
ZFPM1	0	0	9	0	21	0	0	0	0	30	8	8
ZNF221	0	0	0	0	30	0	0	0	0	30	8	8
APOL4	5	0	0	0	23	0	0	1	0	29	8	8
CCDC7	0	0	0	0	28	0	0	1	0	29	8	8
EHBP1L1	0	0	0	0	29	0	0	0	0	29	8	8
FCRL5	0	0	0	0	29	0	0	0	0	29	8	8
KLHL33	0	0	0	0	29	0	0	0	0	29	8	8
LRP2	0	0	0	0	29	0	0	0	0	29	8	8
LUZP1	0	0	0	0	29	0	0	0	0	29	8	8
MIA2	0	0	0	0	26	0	0	3	0	29	8	8
MUC5AC	0	1	0	0	28	0	0	0	0	29	8	8
NEIL3	0	0	0	0	29	0	0	0	0	29	8	8
OR52N1	1	0	0	0	28	0	0	0	0	29	8	8
OVCH2	0	0	0	0	29	0	0	0	0	29	8	8
P2RX7	0	0	0	0	29	0	0	0	0	29	8	8
PERM1	0	0	0	0	29	0	0	0	0	29	8	8
PITRM1	0	0	0	0	29	0	0	0	0	29	8	8
POM121L2	0	0	0	0	29	0	0	0	0	29	8	8
SLC22A24	0	0	0	0	19	7	0	3	0	29	8	8
SLC39A4	0	0	0	0	29	0	0	0	0	29	8	8
TICRR	0	0	0	0	29	0	0	0	0	29	8	8
ZNF112	0	0	0	0	29	0	0	0	0	29	8	8
ABO	0	3	0	0	24	0	0	1	0	28	8	8
C3orf20	0	0	0	0	28	0	0	0	0	28	8	8
CEP295	0	0	0	0	28	0	0	0	0	28	8	8
CHIA	0	0	0	0	28	0	0	0	0	28	8	8
DNAH7	0	0	0	0	28	0	0	0	0	28	8	8
EBLN1	0	0	0	6	22	0	0	0	0	28	8	8
EFHB	0	0	0	0	28	0	0	0	0	28	8	8
FREM1	0	0	0	0	28	0	0	0	0	28	8	8
FYCO1	0	0	0	0	28	0	0	0	0	28	8	8
KRT10	0	0	5	3	20	0	0	0	0	28	8	8
KRT77	0	0	0	0	28	0	0	0	0	28	8	8
LGALS8	0	0	0	0	28	0	0	0	0	28	8	8
LINS1	0	0	0	0	28	0	0	0	0	28	8	8
MYH4	0	0	0	0	27	0	0	1	0	28	8	8
NUGGC	0	0	0	0	28	0	0	0	0	28	8	8
OR51B2	0	0	0	0	28	0	0	0	0	28	8	8
OR8H2	0	0	0	0	28	0	0	0	0	28	8	8
PDLIM5	0	0	0	0	28	0	0	0	0	28	8	8
POLQ	0	0	0	0	28	0	0	0	0	28	8	8
PPL	0	0	0	0	28	0	0	0	0	28	8	8
RBM19	0	0	0	1	27	0	0	0	0	28	8	8
SEC16B	0	0	0	0	28	0	0	0	0	28	8	8
SPATA31F1	0	0	0	0	28	0	0	0	0	28	8	8
TNRC18	0	0	0	0	28	0	0	0	0	28	8	8
TRIM66	0	0	0	0	28	0	0	0	0	28	8	8
TUBGCP6	0	0	0	0	28	0	0	0	0	28	8	8
ABCC6	0	0	0	0	27	0	0	0	0	27	8	8
ADGRE2	0	0	0	0	27	0	0	0	0	27	8	8
CCDC170	0	0	0	0	27	0	0	0	0	27	8	8
DZIP1L	0	0	0	0	27	0	0	0	0	27	8	8
EFCAB8	0	0	0	0	27	0	0	0	0	27	8	8
FN1	0	0	0	0	27	0	0	0	0	27	8	8
GEN1	1	0	0	0	26	0	0	0	0	27	8	8
GLIS1	0	0	0	0	27	0	0	0	0	27	8	8
ITPRID1	0	0	0	0	27	0	0	0	0	27	8	8
KRTAP10-5	0	0	0	0	27	0	0	0	0	27	8	8
OR4D6	1	0	0	0	26	0	0	0	0	27	8	8
PPP1R3A	0	0	0	0	27	0	0	0	0	27	8	8
RECQL4	0	0	0	0	27	0	0	0	0	27	8	8
RPSA2	0	0	0	0	27	0	0	0	0	27	8	8
RREB1	0	0	0	0	27	0	0	0	0	27	8	8
SH3RF2	0	0	0	0	27	0	0	0	0	27	8	8
SLC22A1	0	0	3	0	17	0	0	7	0	27	8	8
TAS1R2	0	0	0	0	27	0	0	0	0	27	8	8
TCHH	0	0	0	2	25	0	0	0	0	27	8	8
UBQLNL	0	0	0	0	27	0	0	0	0	27	8	8
ZNF214	0	0	0	0	27	0	0	0	0	27	8	8
ZNF283	0	0	5	0	22	0	0	0	0	27	8	8
ZNF543	0	0	0	0	26	1	0	0	0	27	8	8
ABCA1	0	0	0	0	26	0	0	0	0	26	8	8
AKNAD1	0	0	0	0	26	0	0	0	0	26	8	8
AMACR	0	0	0	0	26	0	0	0	0	26	8	8
CRYBG3	0	0	0	0	26	0	0	0	0	26	8	8
DMKN	0	2	0	4	20	0	0	0	0	26	8	8
EIF2AK3	0	0	8	0	18	0	0	0	0	26	8	8
ETAA1	0	0	0	0	26	0	0	0	0	26	8	8
FAM184B	0	0	0	0	26	0	0	0	0	26	8	8
GLTPD2	0	0	0	0	26	0	0	0	0	26	8	8
HAVCR1	0	0	8	5	13	0	0	0	0	26	8	8
HRC	0	0	6	8	12	0	0	0	0	26	8	8
KNDC1	0	0	0	0	26	0	0	0	0	26	8	8
LAMA1	0	0	0	0	26	0	0	0	0	26	8	8
MAP2K3	0	0	0	0	25	1	0	0	0	26	8	8
MROH6	0	5	0	0	21	0	0	0	0	26	8	8
OR2B11	5	0	0	0	21	0	0	0	0	26	8	8
OR2T12	0	0	0	0	26	0	0	0	0	26	8	8
PADI4	0	0	0	0	26	0	0	0	0	26	8	8
PZP	0	0	0	0	26	0	0	0	0	26	8	8
RTTN	0	0	0	8	18	0	0	0	0	26	8	8
SDR39U1	0	0	0	0	26	0	0	0	0	26	8	8
SLC15A5	0	0	0	0	26	0	0	0	0	26	8	8
SLC29A3	0	0	0	0	26	0	0	0	0	26	8	8
SLC6A5	0	0	0	0	26	0	0	0	0	26	8	8
SPEF2	0	0	0	0	26	0	0	0	0	26	8	8
TACC2	0	0	0	0	26	0	0	0	0	26	8	8
TUBA3E	0	0	0	0	26	0	0	0	0	26	8	8
USP36	0	0	7	0	19	0	0	0	0	26	8	8
VWA3B	0	0	0	0	26	0	0	0	0	26	8	8
ZNF224	0	0	0	0	26	0	0	0	0	26	8	8
ZNF761	0	0	0	0	26	0	0	0	0	26	8	8
ACIN1	0	0	1	5	19	0	0	0	0	25	8	8
APOL1	0	0	0	0	25	0	0	0	0	25	8	8
C11orf16	0	0	0	0	25	0	0	0	0	25	8	8
CACNA1H	0	0	0	0	25	0	0	0	0	25	8	8
CEP131	0	0	0	0	25	0	0	0	0	25	8	8
CNPPD1	0	0	0	0	25	0	0	0	0	25	8	8
COL5A3	0	0	0	0	25	0	0	0	0	25	8	8
FAM90A1	0	0	0	8	17	0	0	0	0	25	8	8
FMN2	0	0	10	0	15	0	0	0	0	25	8	8
FOXQ1	0	0	0	0	25	0	0	0	0	25	8	8
GRK4	0	0	0	0	25	0	0	0	0	25	8	8
KIAA1614	0	0	0	0	25	0	0	0	0	25	8	8
MRGPRX4	0	0	0	0	25	0	0	0	0	25	8	8
MTCL1	0	0	0	0	25	0	0	0	0	25	8	8
NLRC5	0	0	0	0	25	0	0	0	0	25	8	8
OR2G2	0	0	0	0	25	0	0	0	0	25	8	8
OR4C16	0	0	0	0	22	3	0	0	0	25	8	8
OR8S1	0	0	0	0	25	0	0	0	0	25	8	8
PARP10	0	0	0	0	25	0	0	0	0	25	8	8
PCDHB8	0	0	0	0	25	0	0	0	0	25	8	8
SHROOM3	0	0	0	0	25	0	0	0	0	25	8	8
SPMIP4	0	0	0	0	25	0	0	0	0	25	8	8
SRRM5	0	0	0	0	25	0	0	0	0	25	8	8
TOPAZ1	0	0	0	0	25	0	0	0	0	25	8	8
TPTE	0	0	2	0	22	1	0	0	0	25	8	8
TUBA4B	0	0	0	0	25	0	0	0	0	25	8	8
VSIG10L	0	8	0	0	17	0	0	0	0	25	8	8
XKR3	0	0	0	0	25	0	0	0	0	25	8	8
ZNF665	0	0	0	0	25	0	0	0	0	25	8	8
ACTN3	0	0	0	0	19	5	0	0	0	24	8	8
ADAMTS8	0	0	8	0	16	0	0	0	0	24	8	8
ANKRD35	0	0	0	0	24	0	0	0	0	24	8	8
ATP13A5	0	0	0	0	24	0	0	0	0	24	8	8
CDHR5	0	0	0	0	24	0	0	0	0	24	8	8
CEACAM20	0	0	0	0	24	0	0	0	0	24	8	8
EVC	0	0	0	0	24	0	0	0	0	24	8	8
FAM90A12	0	0	0	0	24	0	0	0	0	24	8	8
FAT4	0	0	0	0	24	0	0	0	0	24	8	8
FMO2	0	4	0	0	12	8	0	0	0	24	8	8
HEATR5A	0	0	0	0	24	0	0	0	0	24	8	8
INMT	0	0	0	0	24	0	0	0	0	24	8	8
KIF7	0	0	0	0	24	0	0	0	0	24	8	8
KRI1	0	0	1	0	23	0	0	0	0	24	8	8
LAIR1	0	0	0	0	24	0	0	0	0	24	8	8
LRIG1	0	0	0	0	24	0	0	0	0	24	8	8
MAP3K1	0	0	8	0	16	0	0	0	0	24	8	8
MEAK7	0	0	0	0	24	0	0	0	0	24	8	8
MYCBPAP	0	0	0	0	24	0	0	0	0	24	8	8
MYO15A	0	0	0	0	24	0	0	0	0	24	8	8
NLRP5	0	0	0	0	24	0	0	0	0	24	8	8
NMUR2	0	0	0	0	24	0	0	0	0	24	8	8
NOL9	0	0	0	0	24	0	0	0	0	24	8	8
NOM1	0	0	0	0	24	0	0	0	0	24	8	8
OR4L1	3	0	0	0	21	0	0	0	0	24	8	8
PCDHA10	0	0	0	0	24	0	0	0	0	24	8	8
PER3	0	0	3	0	21	0	0	0	0	24	8	8
RYR3	0	0	2	0	22	0	0	0	0	24	8	8
SRSF4	0	0	0	0	24	0	0	0	0	24	8	8
SYNM	0	0	0	0	24	0	0	0	0	24	8	8
ZFYVE16	0	0	0	0	24	0	0	0	0	24	8	8
ARHGEF26	0	0	0	0	23	0	0	0	0	23	8	8
CD109	0	0	0	0	23	0	0	0	0	23	8	8
CDH17	0	0	0	0	23	0	0	0	0	23	8	8
CGNL1	0	0	0	0	23	0	0	0	0	23	8	8
CLCA1	0	0	0	0	23	0	0	0	0	23	8	8
COL17A1	0	0	1	0	22	0	0	0	0	23	8	8
DNAAF8	0	0	0	0	23	0	0	0	0	23	8	8
EXPH5	0	0	0	0	23	0	0	0	0	23	8	8
FPR1	0	0	0	0	23	0	0	0	0	23	8	8
HCAR3	0	0	0	0	23	0	0	0	0	23	8	8
HERC1	0	0	0	0	23	0	0	0	0	23	8	8
IER5	0	0	0	0	23	0	0	0	0	23	8	8
KRT72	0	0	0	0	23	0	0	0	0	23	8	8
LATS2	0	0	0	5	18	0	0	0	0	23	8	8
MYLK	0	0	1	0	22	0	0	0	0	23	8	8
MYOM1	0	0	0	0	23	0	0	0	0	23	8	8
OR1N2	0	0	0	0	23	0	0	0	0	23	8	8
OR2A1	0	0	0	0	23	0	0	0	0	23	8	8
OR2T27	0	0	3	0	20	0	0	0	0	23	8	8
PCDHB7	0	0	0	0	23	0	0	0	0	23	8	8
PCDHB9	0	0	0	0	23	0	0	0	0	23	8	8
PLBD1	0	0	8	0	15	0	0	0	0	23	8	8
