"Hugo_Symbol","Frame_Shift_Del","Frame_Shift_Ins","In_Frame_Del","In_Frame_Ins","Missense_Mutation","Nonsense_Mutation","Nonstop_Mutation","Splice_Site","Translation_Start_Site","total","MutatedSamples","AlteredSamples","MutationPercentage","MutationGroup"
"ZP1",0,0,0,0,9,0,0,0,0,9,8,8,100,"76-100%"
"ZXDC",0,0,0,0,9,0,0,0,0,9,8,8,100,"76-100%"
"ZYG11A",0,0,0,0,9,0,0,0,0,9,8,8,100,"76-100%"
"A1BG",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"AADAC",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ABI3",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ACER3",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ACTMAP",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ACY3",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ADAMTS3",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"AGAP1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"AHDC1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"AIP",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"AKR1B10",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"AKR1C4",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ALG1L2",8,0,0,0,0,0,0,0,0,8,8,8,100,"76-100%"
"AMDHD1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"AMZ2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ANKRD2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ANKRD34B",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ANKRD6",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ANKS1A",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ANKS6",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"APBB3",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"AQP9",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ARHGAP18",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ARHGAP29",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ARHGEF33",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ARL2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ARTN",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ASH1L",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ASNS",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ASPDH",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ASPN",0,0,4,4,0,0,0,0,0,8,8,8,100,"76-100%"
"ATP11C",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ATP4A",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ATP6V0A4",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ATRAID",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ATRNL1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"AVIL",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"B3GALT5",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"B3GNT8",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"BAG1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"BCL2L15",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"BCL2L2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"BCL6B",0,0,0,8,0,0,0,0,0,8,8,8,100,"76-100%"
"BCR",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"BICC1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"BIRC5",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"BMP2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"BNIP5",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"BRWD3",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"C11orf42",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"C11orf68",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"C1orf105",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"C1orf116",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"C1orf141",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"C1orf174",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"C3orf52",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"C5",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"C6orf141",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"CACHD1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"CBR4",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"CCDC184",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"CCDC90B",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"CCL22",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"CCN2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"CCNA2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"CCT8L2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"CELA3B",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"CERS5",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"CFAP184",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"CFAP36",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"CFAP91",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"CFI",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"CHEK1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"CHSY3",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"CIB3",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"CKAP2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"CLCN6",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"CLEC1A",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"CLIP2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"CLSTN2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"CLYBL",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"COG4",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"COPRS",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"CRAT",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"CRELD1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"CSGALNACT1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"CTDP1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"CTNS",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"CTSW",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"CUL7",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"CYC1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"DAG1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"DBNDD2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"DCAF11",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"DDX28",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"DDX31",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"DEF6",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"DIPK1B",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"DNTT",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"DPM2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"DSCC1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"DSTYK",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"DYNC2I2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"EARS2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ECEL1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ECM2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"EDARADD",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"EFEMP2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"EIF5B",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ENTPD8",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"EXD1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"EXOSC5",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"F12",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"F2RL1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"FABP2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"FAM110C",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"FAM151B",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"FAM180B",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"FAM193B",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"FAM241A",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"FAM86FP",0,0,0,0,0,0,0,8,0,8,8,8,100,"76-100%"
"FARSB",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"FBP1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"FBXO47",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"FCRLA",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"FDXR",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"FIGNL2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"FIZ1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"FMNL2",0,0,0,8,0,0,0,0,0,8,8,8,100,"76-100%"
"FNDC8",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"FOXE1",0,0,7,1,0,0,0,0,0,8,8,8,100,"76-100%"
"FOXR2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"FYTTD1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"GAL3ST4",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"GCC2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"GCKR",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"GGA2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"GJA3",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"GMPPB",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"GPIHBP1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"GPN2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"GPR108",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"GPR142",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"GPR153",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"GPR31",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"GPX8",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"GRIP1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"GRIPAP1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"GRP",1,0,0,0,7,0,0,0,0,8,8,8,100,"76-100%"
"GRSF1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"GSTA5",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"GSX2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"GUSB",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"GZMA",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"GZMM",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"HADH",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"HADHB",0,0,0,8,0,0,0,0,0,8,8,8,100,"76-100%"
"HAT1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"HCRTR2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"HECTD2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"HEXA",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"HEYL",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"HGD",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"HINT3",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"HIVEP2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"HLA-DMB",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"HOMER3",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"HOXA1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"HOXA7",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"HPD",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"HPSE",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"HS3ST4",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"HSBP1L1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"HSD3B7",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"HSP90AA1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"HTR2C",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"IER3",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"IFI35",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"IFITM1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"IFT70B",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"IL13",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"IL17RD",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"IL19",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"INSL5",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"INSM2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"INSR",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"INTS2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"IQCH",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"IREB2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"IRF2BP2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ISM2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ITGAV",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ITLN1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ITLN2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"KATNAL2",0,0,0,0,7,0,0,0,1,8,8,8,100,"76-100%"
"KCNC3",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"KCNJ5",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"KCNN3",0,0,1,7,0,0,0,0,0,8,8,8,100,"76-100%"
"KICS2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"KISS1R",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"KLF2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"KLHL31",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"KLRC1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"KLRD1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"KLRK1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"KPNA1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"KRT38",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"LCP1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"LDLRAD2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"LDLRAP1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"LENG1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"LLGL1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"LPCAT2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"LRCH1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"LRP3",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"LYPLAL1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"MAF1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"MAP1B",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"MBLAC2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"MCM3AP",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"MCM4",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"MECR",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"MEIG1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"METTL21A",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"METTL25B",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"MOB2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"MOGAT2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"MPP7",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"MROH1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"MRPL39",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"MRPS21",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"MT1M",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"MTAP",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"MTG1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"MTIF3",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"MUSTN1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"MYCL",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"MZF1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"MZT1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"NARS2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"NAXE",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"NCR1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"NDUFV2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"NEFM",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"NEPRO",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"NETO1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"NGEF",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"NINJ1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"NKX6-2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"NOC2L",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"NOX4",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"NR3C2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"NTNG2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"NTSR2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"NUDT11",0,0,0,0,0,0,0,0,8,8,8,8,100,"76-100%"
"NYAP2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"OR2T4",8,0,0,0,0,0,0,0,0,8,8,8,100,"76-100%"
"OR4C13",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"OR56B1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"OR5A1",0,0,0,0,7,1,0,0,0,8,8,8,100,"76-100%"
"OR6C65",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"OR8A1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"OTOP2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"P2RY13",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PAGE2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PANK2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PANX1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PAPPA",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PDCD4",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PDE5A",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PDPN",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PELO",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PEX16",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PHF1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PHF2",0,0,0,8,0,0,0,0,0,8,8,8,100,"76-100%"
"PHLDA1",0,0,8,0,0,0,0,0,0,8,8,8,100,"76-100%"
"PHYHIPL",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PIK3IP1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PIK3R3",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PIM3",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PLA2G4A",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PLAU",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PLEKHH3",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PLIN1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PLSCR3",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PNO1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"POLR2E",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"POMGNT1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"POU4F2",0,0,0,7,1,0,0,0,0,8,8,8,100,"76-100%"
"PPFIBP1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PPFIBP2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PPP1R3G",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PRB3",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PRC1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PRDX5",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PRICKLE4",0,0,0,8,0,0,0,0,0,8,8,8,100,"76-100%"
"PRKCA",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PRLHR",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PRR18",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PRSS35",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PRSS57",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PRUNE1P1",0,0,0,0,0,0,0,8,0,8,8,8,100,"76-100%"
"PSME2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PTGDR2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PTGR1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PTPN22",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PTPN23",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PWWP3A",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"PYDC2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"RABL6",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"RAD18",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"RAI2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"RB1CC1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"RBFOX2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"RCBTB1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"RCOR2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"RFNG",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"RGS16",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"RHBDF2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"RIPOR3",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"RNF144A",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"RNF217",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"ROM1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"RPF1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"RTF2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"RUNDC1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"RXFP4",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"S100A7",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SAA2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SAA4",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SCN1A",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SDC1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SDHAF1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SENP8",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SERPINB13",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SERTAD1",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SGCG",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SIGIRR",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SIRPB2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SIRPD",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SIRT6",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SKIL",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SLAMF9",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
"SLC10A2",0,0,0,0,8,0,0,0,0,8,8,8,100,"76-100%"
