"Hugo_Symbol","Frame_Shift_Del","Frame_Shift_Ins","In_Frame_Del","In_Frame_Ins","Missense_Mutation","Nonsense_Mutation","Nonstop_Mutation","Splice_Site","Translation_Start_Site","total","MutatedSamples","AlteredSamples","MutationPercentage","MutationGroup"
"INO80",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"INSC",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"INSL6",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"INSRR",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"INSYN2A",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"INTU",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"IQCC",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"IQCF2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"IRAK4",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"IRGC",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"IRS4",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"IRX4",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"ISLR2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"ITGA1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"ITGAL",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"ITPA",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"ITPR2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"KATNB1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"KCNC4",0,1,0,0,1,0,0,0,0,2,2,2,25,"0-25%"
"KCNE1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"KCNH2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"KCNH6",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"KCNK10",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"KCNK6",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"KCNMB1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"KCTD17",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"KCTD20",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"KDM4D",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"KEL",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"KIF13A",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"KIF2C",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"KIRREL3",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"KIT",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"KLF11",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"KLF9",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"KLHL25",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"KLHL32",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"KLHL41",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"KLK11",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"KLRF1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"KMT2E",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"KNCN",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"KREMEN1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"KRR1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"KRT31",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"KRT33A",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"KRT33B",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"KRT87P",0,0,0,0,0,0,0,2,0,2,2,2,25,"0-25%"
"KRTAP1-1",0,0,0,0,0,2,0,0,0,2,2,2,25,"0-25%"
"KRTAP11-1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"KRTAP2-1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"KRTAP21-2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"KRTAP26-1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"KRTAP3-2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"KRTAP5-9",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"L3MBTL1",1,0,0,0,1,0,0,0,0,2,2,2,25,"0-25%"
"LAMB3",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"LARP1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"LARP4",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"LARS2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"LCAT",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"LCE1B",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"LCE1C",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"LCE2D",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"LCMT2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"LCN1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"LEMD1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"LEUTX",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"LGMN",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"LIG3",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"LINC01320",0,0,0,0,0,0,0,2,0,2,2,2,25,"0-25%"
"LINC02142",0,0,0,0,0,0,0,2,0,2,2,2,25,"0-25%"
"LINGO3",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"LIPG",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"LMAN1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"LNX1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"LOXL3",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"LPCAT3",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"LRFN3",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"LRFN4",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"LRIG3",0,0,1,0,1,0,0,0,0,2,2,2,25,"0-25%"
"LRRC14B",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"LRRC45",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"LRRN3",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"LRRTM1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"LTBP2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"LYL1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"LYPD4",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"LYRM2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"LYZ",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"M1AP",0,1,0,0,1,0,0,0,0,2,2,2,25,"0-25%"
"MANSC1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MAP10",1,0,0,0,1,0,0,0,0,2,2,2,25,"0-25%"
"MAP3K5",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MAP6D1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MAP7D2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MAPK8IP1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MBD2",0,0,0,2,0,0,0,0,0,2,2,2,25,"0-25%"
"MBD4",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MC5R",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MCEMP1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MCM8",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MCTP2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"ME2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"ME3",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MED9",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MEGF8",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MEIOSIN",0,0,0,0,1,1,0,0,0,2,2,2,25,"0-25%"
"MEOX1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"METTL18",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MFSD9",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MGAM2",0,0,0,0,1,1,0,0,0,2,2,2,25,"0-25%"
"MGAT5B",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MIEF2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MIGA2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MLC1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MLF1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MLLT3",0,0,1,1,0,0,0,0,0,2,2,2,25,"0-25%"
"MLYCD",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MMACHC",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MMP28",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MOCS1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MOXD1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MPDU1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MRPL55",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MRPS31",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MRPS35",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MSH4",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MSR1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MSX1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MT1B",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MTCH1",1,0,0,0,1,0,0,0,0,2,2,2,25,"0-25%"
"MTHFS",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MTRF1LP2",0,0,0,0,0,0,0,2,0,2,2,2,25,"0-25%"
"MTRFR",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MVB12A",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MYC",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MYL5",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MYOC",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MYOF",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"MYZAP",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NAALAD2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NBPF14",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NBPF15",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NBPF6",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NCLN",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NCR3LG1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NCSTN",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NDC80",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NDFIP2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NDUFA10",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NECTIN4",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NEK2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NEMP2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NEU3",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NEURL3",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NEXMIF",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NFASC",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NFKBID",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NKAIN3",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NKD2",0,0,1,0,1,0,0,0,0,2,2,2,25,"0-25%"
"NKTR",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NLGN4X",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NLRP9",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NOL11",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NOS1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NOTO",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NPHP1",0,0,0,1,1,0,0,0,0,2,2,2,25,"0-25%"
"NPIPB12",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NPIPB4",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NPIPB5",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NPIPB8",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NPR3",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NPY",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NREP",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NRIP1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NRK",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NRN1L",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NRP2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NRSN2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NRXN2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NTN4",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NUDT8",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NUF2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"NUP42",0,0,0,1,1,0,0,0,0,2,2,2,25,"0-25%"
"NUTM2G",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"OGFOD1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"OMG",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"OR10AD1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"OR10H1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"OR2A12",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"OR2K2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"OR2L2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"OR3A2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"OR4D9",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"OR4F15",0,0,0,0,1,1,0,0,0,2,2,2,25,"0-25%"
"OR4F21",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"OR4K13",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"OR51F2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"OR52N5",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"OR5T1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"OR5V1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"OR6C76",2,0,0,0,0,0,0,0,0,2,2,2,25,"0-25%"
"OR6F1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"OR6X1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"OR8B12",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"ORC1",0,0,1,0,1,0,0,0,0,2,2,2,25,"0-25%"
"OSBPL5",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"OSER1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"OSMR",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"OTOR",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"OTUD1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"OTULINL",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"OXER1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PARD6B",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PARP2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PARP3",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PAX3",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PBXIP1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PCCA",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PCDH20",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PCDHA11",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PCDHB1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PCDHGA4",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PCDHGA5",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PCDHGB2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PCDHGB4",0,0,1,0,1,0,0,0,0,2,2,2,25,"0-25%"
"PCDHGB5",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PDCD2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PDE2A",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PDZD8",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PFKL",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PGA3",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PHACTR3",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PHKA2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PHLDB2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PHYH",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PIBF1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PIERCE2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PIGM",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PIP",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PKP3",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PLA1A",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PLA2G4B",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PLAG1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PLCD4",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PLCH1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PLCH2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PLD1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PLEK2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PLEKHO2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PLPP5",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PLSCR1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PMPCB",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PNKD",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PNKP",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PNMA3",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PNPLA5",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PODNL1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"POLDIP3",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"POLH",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"POLL",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"POLR1E",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"POTED",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PPIL3",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PPOX",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PPP1R12C",0,0,0,0,1,1,0,0,0,2,2,2,25,"0-25%"
"PPP1R17",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PPP1R2B",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PPP2R5C",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PPT1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PRAMEF8",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PRDM1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PRDM11",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PRH2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PRKD1",0,0,0,1,1,0,0,0,0,2,2,2,25,"0-25%"
"PROKR1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PSD",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PSMB11",2,0,0,0,0,0,0,0,0,2,2,2,25,"0-25%"
"PSRC1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PTCD1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PTGS2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PTOV1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PTPRA",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PTPRD",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PTPRG",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PTPRN",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PTPRQ",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PUS7L",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PVR",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"PWP1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"R3HDML",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RAB3D",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RAB3GAP1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RAB3GAP2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RAB40A",0,0,0,0,1,0,0,1,0,2,2,2,25,"0-25%"
"RABEP1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RAD9B",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RAG2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RALGAPA2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RAPGEF1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RAPSN",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RASA4",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RASA4B",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RASSF9",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RAX",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RBAKDN",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RBPJL",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RECK",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"REG1B",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RERE",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RETSAT",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RFX7",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RFXANK",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RHCG",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RIC1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RNF125",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RNF133",0,0,0,0,0,0,0,0,2,2,2,2,25,"0-25%"
"RNF169",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RNF181",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RNF186",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RPL13",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RPRD2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RRP15",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RSKR",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RSPH14",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RTL10",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RTL5",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RTL9",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RTN1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RUFY4",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RXFP2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"RYK",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"S100A3",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"SAMD5",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"SART1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"SAT2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"SBK3",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"SCAF4",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"SCARA3",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"SCART1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"SCEL",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"SCN3A",0,0,1,0,1,0,0,0,0,2,2,2,25,"0-25%"
"SCYL2",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"SDCCAG8",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"SEMG1",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
"SEPSECS",0,0,0,0,2,0,0,0,0,2,2,2,25,"0-25%"
